Title,Author,Genre,Price,Quantity
Book_2907,Author_274,Self-Help,611,1
Book_2908,Author_462,Fiction,750,33
Book_2909,Author_384,Science,826,72
Book_2910,Author_326,Science,238,48
Book_2911,Author_14,Fiction,272,86
Book_2912,Author_486,Self-Help,961,77
Book_2913,Author_445,Science,520,82
Book_2914,Author_187,Fiction,456,57
Book_2915,Author_175,Fiction,767,80
Book_2916,Author_314,Fiction,180,31
Book_2917,Author_367,Science,225,78
Book_2918,Author_225,Self-Help,953,18
Book_2919,Author_208,Self-Help,356,63
Book_2920,Author_295,Fantasy,455,29
Book_2921,Author_118,Self-Help,445,94
Book_2922,Author_260,Fiction,322,93
Book_2923,Author_466,Self-Help,643,17
Book_2924,Author_498,Self-Help,561,63
Book_2925,Author_99,Science,449,71
Book_2926,Author_301,Science,775,85
Book_2927,Author_475,Science,985,24
Book_2928,Author_14,History,987,71
Book_2929,Author_443,Fiction,638,45
Book_2930,Author_494,History,800,77
Book_2931,Author_80,History,215,29
Book_2932,Author_155,Fantasy,925,32
Book_2933,Author_71,Fantasy,768,72
Book_2934,Author_310,Fantasy,460,21
Book_2935,Author_340,Fiction,224,22
Book_2936,Author_313,Fiction,589,19
Book_2937,Author_207,Science,363,26
Book_2938,Author_162,Science,167,38
Book_2939,Author_186,Self-Help,397,54
Book_2940,Author_488,Science,801,66
Book_2941,Author_91,Fiction,967,89
Book_2942,Author_440,Business,293,19
Book_2943,Author_2,Business,188,33
Book_2944,Author_359,Fantasy,473,21
Book_2945,Author_322,Science,742,34
Book_2946,Author_48,Fiction,583,66
Book_2947,Author_108,Business,962,72
Book_2948,Author_43,Self-Help,331,99
Book_2949,Author_337,Fantasy,611,89
Book_2950,Author_424,Self-Help,574,51
Book_2951,Author_353,Self-Help,960,27
Book_2952,Author_60,History,296,15
Book_2953,Author_402,Fantasy,515,23
Book_2954,Author_218,Self-Help,545,23
Book_2955,Author_440,Science,592,89
Book_2956,Author_101,Self-Help,184,12
Book_2957,Author_175,Self-Help,151,78
Book_2958,Author_297,Business,676,48
Book_2959,Author_308,Science,908,22
Book_2960,Author_203,Business,629,83
Book_2961,Author_359,Business,206,34
Book_2962,Author_407,Science,469,62
Book_2963,Author_239,Fantasy,863,16
Book_2964,Author_368,Self-Help,960,12
Book_2965,Author_151,Self-Help,274,52
Book_2966,Author_37,Business,380,34
Book_2967,Author_125,History,386,39
Book_2968,Author_142,Fiction,404,98
Book_2969,Author_214,Fantasy,902,80
Book_2970,Author_427,Business,460,88
Book_2971,Author_241,Self-Help,896,42
Book_2972,Author_221,Science,682,35
Book_2973,Author_375,Fiction,711,9
Book_2974,Author_5,History,880,74
Book_2975,Author_116,Fantasy,949,15
Book_2976,Author_388,Fantasy,194,66
Book_2977,Author_275,History,758,100
Book_2978,Author_326,Fantasy,556,97
Book_2979,Author_357,Self-Help,651,79
Book_2980,Author_475,Fiction,581,1
Book_2981,Author_448,History,717,93
Book_2982,Author_226,Science,708,100
Book_2983,Author_36,History,198,57
Book_2984,Author_498,Self-Help,943,71
Book_2985,Author_177,History,268,76
Book_2986,Author_386,Fantasy,952,23
Book_2987,Author_57,Fiction,378,45
Book_2988,Author_102,Science,644,100
Book_2989,Author_39,Fiction,114,81
Book_2990,Author_83,Fantasy,304,73
Book_2991,Author_354,Science,621,24
Book_2992,Author_101,Business,535,79
Book_2993,Author_420,Self-Help,208,68
Book_2994,Author_72,Business,809,31
Book_2995,Author_472,Fiction,390,23
Book_2996,Author_245,History,229,92
Book_2997,Author_78,Fiction,419,71
Book_2998,Author_352,Business,686,45
Book_2999,Author_418,Fantasy,264,51
Book_3000,Author_188,Science,207,49
Book_3001,Author_363,Self-Help,743,96
Book_3002,Author_334,Business,543,27
Book_3003,Author_304,Business,910,51
Book_3004,Author_389,Fantasy,669,4
Book_3005,Author_483,Fantasy,866,49
Book_3006,Author_248,Self-Help,214,80
Book_3007,Author_250,Self-Help,521,66
Book_3008,Author_155,Self-Help,269,24
Book_3009,Author_369,History,133,48
Book_3010,Author_72,History,719,25
Book_3011,Author_352,History,769,95
Book_3012,Author_115,Fiction,486,64
Book_3013,Author_237,History,473,92
Book_3014,Author_28,Self-Help,993,13
Book_3015,Author_381,Fantasy,487,78
Book_3016,Author_17,Science,961,97
Book_3017,Author_205,Fantasy,931,53
Book_3018,Author_243,Self-Help,336,7
Book_3019,Author_266,Fantasy,543,86
Book_3020,Author_270,Business,165,30
Book_3021,Author_188,Fantasy,832,16
Book_3022,Author_102,Business,867,64
Book_3023,Author_424,Self-Help,611,90
Book_3024,Author_252,History,533,52
Book_3025,Author_317,Fantasy,624,93
Book_3026,Author_392,Business,157,54
Book_3027,Author_394,Fantasy,274,93
Book_3028,Author_185,Self-Help,700,1
Book_3029,Author_274,History,592,84
Book_3030,Author_258,Science,735,41
Book_3031,Author_373,Business,332,40
Book_3032,Author_94,Fiction,988,74
Book_3033,Author_300,Fiction,991,71
Book_3034,Author_482,Science,170,36
Book_3035,Author_297,Science,673,47
Book_3036,Author_415,Self-Help,424,37
Book_3037,Author_291,History,414,86
Book_3038,Author_187,Fiction,697,91
Book_3039,Author_115,Self-Help,612,98
Book_3040,Author_179,History,972,47
Book_3041,Author_133,History,868,24
Book_3042,Author_473,History,360,30
Book_3043,Author_133,Fiction,951,30
Book_3044,Author_108,History,248,17
Book_3045,Author_64,History,792,28
Book_3046,Author_369,Self-Help,802,36
Book_3047,Author_194,Science,170,41
Book_3048,Author_420,Fiction,976,30
Book_3049,Author_300,Business,126,28
Book_3050,Author_342,Science,935,1
Book_3051,Author_404,Fiction,653,14
Book_3052,Author_225,Fiction,489,35
Book_3053,Author_494,History,995,97
Book_3054,Author_329,Fiction,709,24
Book_3055,Author_309,Science,163,85
Book_3056,Author_392,History,465,80
Book_3057,Author_429,Fantasy,889,60
Book_3058,Author_143,Science,798,27
Book_3059,Author_390,Business,224,81
Book_3060,Author_78,Science,648,51
Book_3061,Author_441,Fantasy,536,48
Book_3062,Author_111,Fiction,878,41
Book_3063,Author_69,Fantasy,868,63
Book_3064,Author_500,Fantasy,144,61
Book_3065,Author_97,Business,660,81
Book_3066,Author_247,Fiction,925,93
Book_3067,Author_451,Fantasy,859,10
Book_3068,Author_73,Business,684,63
Book_3069,Author_431,Fiction,800,99
Book_3070,Author_88,History,850,57
Book_3071,Author_283,Fiction,137,46
Book_3072,Author_41,Self-Help,746,15
Book_3073,Author_337,Fiction,447,85
Book_3074,Author_315,Fiction,728,35
Book_3075,Author_362,Self-Help,250,73
Book_3076,Author_308,Science,880,10
Book_3077,Author_267,Self-Help,897,67
Book_3078,Author_92,Fantasy,197,96
Book_3079,Author_21,Fantasy,394,46
Book_3080,Author_98,Fiction,740,80
Book_3081,Author_158,Self-Help,291,54
Book_3082,Author_318,Science,710,58
Book_3083,Author_280,Fiction,149,6
Book_3084,Author_161,Business,1000,33
Book_3085,Author_462,Fiction,151,18
Book_3086,Author_302,Self-Help,417,77
Book_3087,Author_90,Self-Help,366,39
Book_3088,Author_41,History,359,42
Book_3089,Author_77,Self-Help,696,94
Book_3090,Author_341,Science,316,5
Book_3091,Author_458,Science,671,48
Book_3092,Author_257,Fiction,771,38
Book_3093,Author_262,Fantasy,691,90
Book_3094,Author_213,History,239,58
Book_3095,Author_38,Business,117,48
Book_3096,Author_103,Fantasy,882,85
Book_3097,Author_307,History,597,55
Book_3098,Author_37,History,384,52
Book_3099,Author_163,Self-Help,244,31
Book_3100,Author_279,Business,349,97
Book_3101,Author_102,Science,850,38
Book_3102,Author_473,History,793,85
Book_3103,Author_98,Fantasy,382,15
Book_3104,Author_45,History,124,97
Book_3105,Author_243,History,173,38
Book_3106,Author_71,Self-Help,823,74
Book_3107,Author_294,Science,225,42
Book_3108,Author_292,Fantasy,605,26
Book_3109,Author_32,Science,956,99
Book_3110,Author_20,Fiction,950,2
Book_3111,Author_19,Self-Help,548,36
Book_3112,Author_7,Business,589,30
Book_3113,Author_96,History,165,45
Book_3114,Author_353,Self-Help,628,23
Book_3115,Author_236,Science,891,79
Book_3116,Author_371,History,695,62
Book_3117,Author_191,Fiction,299,9
Book_3118,Author_271,History,594,16
Book_3119,Author_190,Science,126,33
Book_3120,Author_394,Fiction,900,63
Book_3121,Author_202,History,979,15
Book_3122,Author_332,Science,225,75
Book_3123,Author_271,History,277,31
Book_3124,Author_272,Business,939,1
Book_3125,Author_78,Business,700,21
Book_3126,Author_127,Fantasy,541,37
Book_3127,Author_112,Science,826,52
Book_3128,Author_123,Science,102,68
Book_3129,Author_471,Fiction,285,49
Book_3130,Author_89,Self-Help,303,47
Book_3131,Author_98,Self-Help,717,4
Book_3132,Author_449,Fantasy,229,66
Book_3133,Author_289,Business,419,63
Book_3134,Author_336,Business,365,53
Book_3135,Author_249,Self-Help,117,62
Book_3136,Author_376,Fiction,178,1
Book_3137,Author_453,Self-Help,950,2
Book_3138,Author_422,Fantasy,543,97
Book_3139,Author_154,Fiction,116,41
Book_3140,Author_144,Science,989,86
Book_3141,Author_375,Fantasy,528,4
Book_3142,Author_106,Business,798,3
Book_3143,Author_389,Fiction,410,53
Book_3144,Author_442,Self-Help,754,28
Book_3145,Author_97,Business,301,75
Book_3146,Author_278,History,880,65
Book_3147,Author_229,Self-Help,251,76
Book_3148,Author_412,Self-Help,266,47
Book_3149,Author_42,Self-Help,734,15
Book_3150,Author_218,History,942,49
Book_3151,Author_56,Self-Help,102,55
Book_3152,Author_141,Business,725,32
Book_3153,Author_7,History,112,24
Book_3154,Author_427,Business,885,70
Book_3155,Author_456,Science,215,83
Book_3156,Author_94,Fiction,430,78
Book_3157,Author_44,Science,605,35
Book_3158,Author_492,Fiction,814,71
Book_3159,Author_91,Self-Help,459,71
Book_3160,Author_106,History,809,34
Book_3161,Author_187,Fiction,571,58
Book_3162,Author_101,Business,822,97
Book_3163,Author_491,Fiction,855,67
Book_3164,Author_181,Fantasy,268,17
Book_3165,Author_301,Fantasy,197,23
Book_3166,Author_428,Science,362,53
Book_3167,Author_41,Science,981,98
Book_3168,Author_121,Fiction,177,15
Book_3169,Author_290,Business,739,29
Book_3170,Author_425,Science,452,98
Book_3171,Author_102,Fiction,990,66
Book_3172,Author_368,Science,698,20
Book_3173,Author_489,Science,456,25
Book_3174,Author_378,Science,546,45
Book_3175,Author_191,Science,146,33
Book_3176,Author_433,Fantasy,417,10
Book_3177,Author_454,Fiction,967,20
Book_3178,Author_228,Fiction,759,32
Book_3179,Author_477,Science,359,79
Book_3180,Author_63,Fantasy,475,93
Book_3181,Author_484,History,690,70
Book_3182,Author_67,Fiction,508,60
Book_3183,Author_391,Fiction,540,10
Book_3184,Author_124,Science,940,88
Book_3185,Author_493,Science,889,97
Book_3186,Author_154,Fantasy,903,90
Book_3187,Author_342,Self-Help,280,6
Book_3188,Author_303,Fantasy,811,13
Book_3189,Author_184,Self-Help,182,36
Book_3190,Author_110,History,910,65
Book_3191,Author_445,Science,396,41
Book_3192,Author_112,Business,823,25
Book_3193,Author_426,Fiction,752,99
Book_3194,Author_419,Business,658,43
Book_3195,Author_147,Business,618,85
Book_3196,Author_32,Fantasy,204,20
Book_3197,Author_43,Self-Help,939,53
Book_3198,Author_295,History,478,3
Book_3199,Author_463,Fiction,456,77
Book_3200,Author_129,Fiction,746,8
Book_3201,Author_397,Business,195,19
Book_3202,Author_110,Fiction,537,92
Book_3203,Author_334,Fantasy,121,3
Book_3204,Author_249,Fiction,946,83
Book_3205,Author_22,Business,750,22
Book_3206,Author_437,History,817,61
Book_3207,Author_457,Fiction,880,54
Book_3208,Author_169,History,510,41
Book_3209,Author_53,Self-Help,661,85
Book_3210,Author_46,Business,188,53
Book_3211,Author_385,History,666,45
Book_3212,Author_315,History,524,18
Book_3213,Author_151,Business,611,78
Book_3214,Author_231,Fantasy,820,17
Book_3215,Author_219,Self-Help,456,1
Book_3216,Author_116,Self-Help,828,52
Book_3217,Author_194,Fantasy,541,14
Book_3218,Author_364,Business,966,51
Book_3219,Author_312,Fiction,774,48
Book_3220,Author_160,Science,414,34
Book_3221,Author_96,Fantasy,980,55
Book_3222,Author_372,Fiction,118,38
Book_3223,Author_214,Fantasy,150,21
Book_3224,Author_369,History,300,30
Book_3225,Author_58,History,758,24
Book_3226,Author_9,Fantasy,805,92
Book_3227,Author_88,History,412,71
Book_3228,Author_123,Fiction,920,28
Book_3229,Author_190,Fiction,826,8
Book_3230,Author_426,Self-Help,501,99
Book_3231,Author_425,Self-Help,777,45
Book_3232,Author_417,Fiction,103,33
Book_3233,Author_255,Fantasy,144,1
Book_3234,Author_442,Science,449,75
Book_3235,Author_286,Science,552,7
Book_3236,Author_195,Fantasy,236,83
Book_3237,Author_303,Fiction,988,100
Book_3238,Author_80,Self-Help,925,94
Book_3239,Author_81,Fantasy,750,65
Book_3240,Author_296,Fiction,459,30
Book_3241,Author_6,History,351,96
Book_3242,Author_123,Fiction,604,100
Book_3243,Author_415,Science,817,14
Book_3244,Author_148,Science,430,48
Book_3245,Author_468,History,456,49
Book_3246,Author_162,History,991,98
Book_3247,Author_213,Fantasy,983,70
Book_3248,Author_94,Fantasy,878,4
Book_3249,Author_483,Self-Help,154,47
Book_3250,Author_267,Self-Help,349,99
Book_3251,Author_5,Self-Help,345,22
Book_3252,Author_25,History,985,91
Book_3253,Author_368,Science,922,87
Book_3254,Author_243,Science,940,58
Book_3255,Author_374,Fantasy,580,18
Book_3256,Author_279,Fiction,414,35
Book_3257,Author_405,Business,474,59
Book_3258,Author_327,Science,877,80
Book_3259,Author_227,Fiction,562,85
Book_3260,Author_118,Fantasy,139,31
Book_3261,Author_270,Business,451,3
Book_3262,Author_360,Fiction,701,48
Book_3263,Author_265,Science,842,39
Book_3264,Author_163,Self-Help,258,37
Book_3265,Author_186,Self-Help,404,25
Book_3266,Author_363,History,495,58
Book_3267,Author_289,Fiction,293,45
Book_3268,Author_346,Business,656,55
Book_3269,Author_416,Self-Help,287,100
Book_3270,Author_318,Self-Help,315,57
Book_3271,Author_478,History,441,84
Book_3272,Author_274,Self-Help,363,51
Book_3273,Author_412,History,614,6
Book_3274,Author_168,Self-Help,304,60
Book_3275,Author_380,Self-Help,702,10
Book_3276,Author_43,Self-Help,934,41
Book_3277,Author_414,Science,360,77
Book_3278,Author_407,Business,662,36
Book_3279,Author_211,Fantasy,171,88
Book_3280,Author_158,Self-Help,564,100
Book_3281,Author_396,Fantasy,945,88
Book_3282,Author_192,Self-Help,121,10
Book_3283,Author_250,History,735,10
Book_3284,Author_363,Science,421,16
Book_3285,Author_294,Self-Help,849,1
Book_3286,Author_302,Self-Help,296,65
Book_3287,Author_236,Science,463,43
Book_3288,Author_307,Fantasy,944,75
Book_3289,Author_347,Fiction,962,98
Book_3290,Author_371,History,477,49
Book_3291,Author_239,Self-Help,417,20
Book_3292,Author_302,Self-Help,448,20
Book_3293,Author_174,Fiction,715,45
Book_3294,Author_301,Fiction,319,87
Book_3295,Author_309,Self-Help,973,19
Book_3296,Author_184,History,560,60
Book_3297,Author_56,History,534,84
Book_3298,Author_260,Business,825,100
Book_3299,Author_311,Fiction,416,39
Book_3300,Author_57,Fiction,725,68
Book_3301,Author_179,Fiction,914,45
Book_3302,Author_69,Fiction,278,50
Book_3303,Author_75,History,836,81
Book_3304,Author_339,Science,139,18
Book_3305,Author_246,Business,214,24
Book_3306,Author_103,Self-Help,219,71
Book_3307,Author_5,Fiction,437,8
Book_3308,Author_398,Fantasy,532,18
Book_3309,Author_428,Self-Help,520,78
Book_3310,Author_130,Science,623,100
Book_3311,Author_40,History,612,54
Book_3312,Author_377,Fiction,586,10
Book_3313,Author_317,Self-Help,921,18
Book_3314,Author_486,Fiction,150,54
Book_3315,Author_79,Self-Help,400,14
Book_3316,Author_281,Science,181,43
Book_3317,Author_330,Business,576,59
Book_3318,Author_32,Self-Help,819,95
Book_3319,Author_295,Fantasy,570,14
Book_3320,Author_498,Self-Help,141,71
Book_3321,Author_57,Fiction,708,51
Book_3322,Author_267,History,740,91
Book_3323,Author_216,Science,688,96
Book_3324,Author_398,Self-Help,481,75
Book_3325,Author_198,Self-Help,726,79
Book_3326,Author_493,Self-Help,270,59
Book_3327,Author_132,History,729,11
Book_3328,Author_256,Science,212,70
Book_3329,Author_286,History,233,92
Book_3330,Author_76,Business,783,40
Book_3331,Author_479,Self-Help,754,32
Book_3332,Author_500,Science,505,25
Book_3333,Author_161,Science,869,28
Book_3334,Author_474,Fiction,808,42
Book_3335,Author_213,Business,489,84
Book_3336,Author_483,History,482,94
Book_3337,Author_48,Self-Help,212,55
Book_3338,Author_93,Fantasy,979,80
Book_3339,Author_123,Self-Help,956,53
Book_3340,Author_6,Science,220,45
Book_3341,Author_442,Fantasy,818,80
Book_3342,Author_487,Fantasy,122,100
Book_3343,Author_394,Business,961,55
Book_3344,Author_145,Fantasy,967,97
Book_3345,Author_181,Self-Help,858,19
Book_3346,Author_341,Fantasy,752,54
Book_3347,Author_437,Science,955,54
Book_3348,Author_48,Fantasy,150,21
Book_3349,Author_470,Fiction,360,19
Book_3350,Author_234,History,307,12
Book_3351,Author_449,History,736,72
Book_3352,Author_123,Science,956,81
Book_3353,Author_68,History,968,40
Book_3354,Author_203,Science,459,6
Book_3355,Author_34,Business,305,68
Book_3356,Author_192,Business,881,36
Book_3357,Author_288,Science,874,25
Book_3358,Author_407,Science,180,3
Book_3359,Author_488,History,536,28
Book_3360,Author_355,Business,777,46
Book_3361,Author_187,Science,990,3
Book_3362,Author_188,Self-Help,564,46
Book_3363,Author_229,History,561,3
Book_3364,Author_475,Self-Help,434,92
Book_3365,Author_32,Fiction,461,59
Book_3366,Author_195,History,590,12
Book_3367,Author_221,Business,643,16
Book_3368,Author_257,Self-Help,408,40
Book_3369,Author_475,Business,974,64
Book_3370,Author_399,History,467,40
Book_3371,Author_123,History,224,59
Book_3372,Author_289,Science,505,55
Book_3373,Author_74,Fiction,314,24
Book_3374,Author_377,History,488,34
Book_3375,Author_252,History,557,17
Book_3376,Author_198,History,222,27
Book_3377,Author_143,Business,650,89
Book_3378,Author_361,History,478,56
Book_3379,Author_22,Business,805,31
Book_3380,Author_361,Self-Help,436,89
Book_3381,Author_285,Business,810,76
Book_3382,Author_308,Science,963,99
Book_3383,Author_302,Self-Help,136,34
Book_3384,Author_242,Fiction,191,11
Book_3385,Author_103,Science,394,27
Book_3386,Author_490,Self-Help,862,92
Book_3387,Author_109,Fantasy,793,82
Book_3388,Author_318,Fantasy,605,14
Book_3389,Author_177,Business,650,37
Book_3390,Author_136,History,161,80
Book_3391,Author_294,Business,144,54
Book_3392,Author_265,History,597,77
Book_3393,Author_4,History,852,14
Book_3394,Author_72,Business,253,51
Book_3395,Author_25,History,597,36
Book_3396,Author_267,Self-Help,115,26
Book_3397,Author_96,Self-Help,929,40
Book_3398,Author_32,Self-Help,641,16
Book_3399,Author_379,Science,550,53
Book_3400,Author_377,Fiction,735,96
Book_3401,Author_17,Self-Help,318,50
Book_3402,Author_218,History,498,92
Book_3403,Author_25,Business,979,54
Book_3404,Author_311,Fiction,504,64
Book_3405,Author_470,Science,857,51
Book_3406,Author_349,Business,344,13
Book_3407,Author_124,Business,946,88
Book_3408,Author_430,Fantasy,815,19
Book_3409,Author_242,Business,571,75
Book_3410,Author_362,Self-Help,917,82
Book_3411,Author_317,Fantasy,493,90
Book_3412,Author_290,Business,487,23
Book_3413,Author_176,Self-Help,605,63
Book_3414,Author_389,Business,336,14
Book_3415,Author_76,Fantasy,255,71
Book_3416,Author_477,Fiction,710,70
Book_3417,Author_146,History,718,50
Book_3418,Author_249,Science,605,91
Book_3419,Author_304,Fiction,556,99
Book_3420,Author_208,Science,402,11
Book_3421,Author_331,Fantasy,619,3
Book_3422,Author_203,Science,234,79
Book_3423,Author_111,Business,246,42
Book_3424,Author_306,Self-Help,827,70
Book_3425,Author_362,Business,460,45
Book_3426,Author_11,Science,759,86
Book_3427,Author_162,History,430,20
Book_3428,Author_147,Fantasy,981,32
Book_3429,Author_149,Fantasy,278,80
Book_3430,Author_69,Self-Help,602,1
Book_3431,Author_239,Self-Help,105,44
Book_3432,Author_284,Self-Help,935,13
Book_3433,Author_335,Science,958,65
Book_3434,Author_158,Business,864,90
Book_3435,Author_24,Business,598,44
Book_3436,Author_50,History,317,83
Book_3437,Author_261,Business,917,41
Book_3438,Author_237,Self-Help,819,8
Book_3439,Author_426,Science,795,40
Book_3440,Author_35,Fantasy,665,25
Book_3441,Author_29,Science,192,68
Book_3442,Author_190,Self-Help,847,29
Book_3443,Author_321,History,659,57
Book_3444,Author_42,History,468,41
Book_3445,Author_2,Fantasy,548,31
Book_3446,Author_460,Fiction,258,100
Book_3447,Author_328,Fiction,205,94
Book_3448,Author_6,Science,587,83
Book_3449,Author_18,Business,246,22
Book_3450,Author_361,Science,770,13
Book_3451,Author_101,Fantasy,147,48
Book_3452,Author_108,Self-Help,998,86
Book_3453,Author_370,Fantasy,971,30
Book_3454,Author_178,History,630,39
Book_3455,Author_413,Science,707,36
Book_3456,Author_494,History,959,42
Book_3457,Author_57,Fantasy,400,2
Book_3458,Author_308,Fantasy,558,44
Book_3459,Author_485,Business,366,86
Book_3460,Author_27,History,880,16
Book_3461,Author_12,Fantasy,766,15
Book_3462,Author_421,Fiction,494,38
Book_3463,Author_196,Business,973,44
Book_3464,Author_281,Fantasy,129,30
Book_3465,Author_175,Self-Help,122,96
Book_3466,Author_104,History,129,38
Book_3467,Author_266,Science,928,6
Book_3468,Author_125,Fantasy,368,80
Book_3469,Author_4,History,342,59
Book_3470,Author_154,Fiction,372,34
Book_3471,Author_195,Science,488,64
Book_3472,Author_331,Fantasy,293,77
Book_3473,Author_94,Self-Help,690,90
Book_3474,Author_412,Self-Help,118,22
Book_3475,Author_169,Self-Help,130,56
Book_3476,Author_451,History,805,7
Book_3477,Author_377,History,700,25
Book_3478,Author_380,History,666,76
Book_3479,Author_448,Business,884,94
Book_3480,Author_279,Science,387,76
Book_3481,Author_27,History,192,59
Book_3482,Author_1,History,263,100
Book_3483,Author_78,Science,387,47
Book_3484,Author_218,Fantasy,983,41
Book_3485,Author_61,History,413,65
Book_3486,Author_5,Fiction,908,97
Book_3487,Author_61,Fiction,368,41
Book_3488,Author_400,Science,519,55
Book_3489,Author_390,Business,357,22
Book_3490,Author_394,History,404,50
Book_3491,Author_251,Self-Help,809,33
Book_3492,Author_428,Fantasy,983,76
Book_3493,Author_348,Fiction,975,19
Book_3494,Author_159,Science,955,52
Book_3495,Author_149,Business,877,45
Book_3496,Author_101,Business,586,61
Book_3497,Author_315,Fiction,723,78
Book_3498,Author_488,Self-Help,621,88
Book_3499,Author_136,Science,139,100
Book_3500,Author_133,Business,734,9
Book_3501,Author_188,Science,302,91
Book_3502,Author_56,Fiction,438,35
Book_3503,Author_133,History,281,84
Book_3504,Author_259,Fiction,724,4
Book_3505,Author_357,Science,159,75
Book_3506,Author_35,Fiction,409,77
Book_3507,Author_133,Self-Help,704,71
Book_3508,Author_173,History,114,32
Book_3509,Author_309,Fantasy,804,1
Book_3510,Author_51,Self-Help,232,66
Book_3511,Author_145,Business,830,81
Book_3512,Author_315,Fantasy,360,34
Book_3513,Author_418,Self-Help,352,70
Book_3514,Author_217,Fiction,952,30
Book_3515,Author_61,Fiction,458,6
Book_3516,Author_247,Fantasy,445,20
Book_3517,Author_316,Fantasy,274,57
Book_3518,Author_38,Fiction,456,19
Book_3519,Author_11,Self-Help,809,65
Book_3520,Author_75,Business,151,45
Book_3521,Author_378,Science,761,71
Book_3522,Author_390,Science,277,67
Book_3523,Author_82,History,713,97
Book_3524,Author_475,Fiction,391,43
Book_3525,Author_134,Business,308,71
Book_3526,Author_453,Business,444,27
Book_3527,Author_404,Science,253,6
Book_3528,Author_406,History,518,54
Book_3529,Author_370,Fiction,368,56
Book_3530,Author_438,Business,742,22
Book_3531,Author_409,Self-Help,942,96
Book_3532,Author_351,History,213,32
Book_3533,Author_34,Fantasy,579,94
Book_3534,Author_398,History,641,80
Book_3535,Author_391,History,686,31
Book_3536,Author_65,Self-Help,526,62
Book_3537,Author_240,History,677,78
Book_3538,Author_358,Fantasy,120,90
Book_3539,Author_63,Self-Help,524,15
Book_3540,Author_308,Science,461,67
Book_3541,Author_335,Fiction,512,74
Book_3542,Author_480,Business,770,9
Book_3543,Author_112,Fantasy,627,44
Book_3544,Author_138,Science,259,91
Book_3545,Author_6,Fantasy,221,41
Book_3546,Author_450,Self-Help,153,59
Book_3547,Author_383,Self-Help,425,41
Book_3548,Author_5,Fantasy,656,76
Book_3549,Author_166,Fiction,973,96
Book_3550,Author_315,Science,450,87
Book_3551,Author_454,Science,455,74
Book_3552,Author_420,History,315,71
Book_3553,Author_442,Science,698,36
Book_3554,Author_12,History,545,59
Book_3555,Author_92,Fiction,101,47
Book_3556,Author_285,Fantasy,184,49
Book_3557,Author_181,History,563,9
Book_3558,Author_364,Self-Help,891,27
Book_3559,Author_58,Business,535,25
Book_3560,Author_196,Self-Help,616,5
Book_3561,Author_363,Business,836,84
Book_3562,Author_4,Fantasy,857,26
Book_3563,Author_78,Business,103,76
Book_3564,Author_433,Fiction,637,67
Book_3565,Author_314,Science,561,60
Book_3566,Author_412,History,985,37
Book_3567,Author_251,Self-Help,561,35
Book_3568,Author_439,Business,647,23
Book_3569,Author_66,Business,486,29
Book_3570,Author_59,Fiction,760,85
Book_3571,Author_102,Business,120,67
Book_3572,Author_57,Business,473,4
Book_3573,Author_358,Fantasy,906,48
Book_3574,Author_94,History,466,44
Book_3575,Author_219,Fiction,853,41
Book_3576,Author_41,Self-Help,980,19
Book_3577,Author_5,Science,295,84
Book_3578,Author_59,Fantasy,348,32
Book_3579,Author_376,History,805,91
Book_3580,Author_474,History,640,31
Book_3581,Author_53,Fiction,391,84
Book_3582,Author_472,Self-Help,758,51
Book_3583,Author_387,Science,686,9
Book_3584,Author_125,Fiction,124,25
Book_3585,Author_14,Science,789,67
Book_3586,Author_87,History,971,20
Book_3587,Author_447,History,253,74
Book_3588,Author_219,Fantasy,549,2
Book_3589,Author_459,History,316,100
Book_3590,Author_167,Self-Help,788,51
Book_3591,Author_229,Self-Help,380,44
Book_3592,Author_228,Fiction,573,77
Book_3593,Author_460,History,621,66
Book_3594,Author_303,Self-Help,323,12
Book_3595,Author_188,Fantasy,628,43
Book_3596,Author_486,Business,673,95
Book_3597,Author_102,Self-Help,552,99
Book_3598,Author_270,History,746,99
Book_3599,Author_96,Business,891,37
Book_3600,Author_132,History,222,31
Book_3601,Author_59,Self-Help,567,91
Book_3602,Author_403,Self-Help,856,13
Book_3603,Author_297,Fiction,115,82
Book_3604,Author_222,Fantasy,519,78
Book_3605,Author_120,Fantasy,274,11
Book_3606,Author_301,Self-Help,904,59
Book_3607,Author_312,Fiction,482,70
Book_3608,Author_425,Self-Help,555,98
Book_3609,Author_488,Fiction,869,12
Book_3610,Author_445,History,647,85
Book_3611,Author_442,Self-Help,201,62
Book_3612,Author_73,Science,807,81
Book_3613,Author_64,Self-Help,389,94
Book_3614,Author_106,Fantasy,141,2
Book_3615,Author_277,Science,810,86
Book_3616,Author_54,Science,815,24
Book_3617,Author_428,History,546,17
Book_3618,Author_253,Science,1000,2
Book_3619,Author_135,History,876,66
Book_3620,Author_149,Science,260,38
Book_3621,Author_394,Self-Help,333,63
Book_3622,Author_80,Fantasy,342,69
Book_3623,Author_440,Business,825,30
Book_3624,Author_9,Science,374,52
Book_3625,Author_193,Science,331,29
Book_3626,Author_340,Science,566,79
Book_3627,Author_203,History,449,94
Book_3628,Author_186,Self-Help,102,57
Book_3629,Author_120,Fiction,513,13
Book_3630,Author_88,Science,420,30
Book_3631,Author_246,Fantasy,822,65
Book_3632,Author_488,Fantasy,987,44
Book_3633,Author_282,Science,575,60
Book_3634,Author_127,Fiction,308,78
