Date,Title,Quantity Sold,Total Revenue
2025-12-14,Book_9681,2,1288
2025-07-19,Book_505,4,3624
2025-08-24,Book_3433,3,2874
2025-11-16,Book_6884,2,244
2025-03-15,Book_5730,3,510
2025-06-24,Book_4770,1,946
2025-04-11,Book_6229,1,165
2025-07-05,Book_3841,2,1342
2025-01-05,Book_4911,2,786
2025-02-10,Book_9290,2,396
2025-01-09,Book_2496,4,2856
2025-06-01,Book_351,3,2448
2025-09-06,Book_7755,5,2790
2025-01-15,Book_8496,3,2682
2025-12-04,Book_6255,3,333
2025-05-05,Book_4795,1,950
2025-05-16,Book_7757,3,2727
2025-03-27,Book_6533,5,4220
2025-10-09,Book_1646,3,600
2025-08-05,Book_9352,1,388
2025-08-06,Book_5270,2,782
2025-08-03,Book_6406,1,204
2025-01-27,Book_3055,5,815
2025-11-20,Book_2885,3,1074
2025-11-10,Book_7700,1,817
2025-04-04,Book_2394,5,2470
2025-11-29,Book_8243,5,1880
2025-11-18,Book_2828,1,295
2025-11-16,Book_2186,4,1296
2025-02-27,Book_9126,5,3155
2025-10-19,Book_6999,4,644
2025-08-06,Book_7894,4,672
2025-10-15,Book_6894,1,831
2025-02-27,Book_6907,4,3800
2025-05-25,Book_4877,2,1410
2025-11-13,Book_7017,5,1855
2025-11-28,Book_6969,5,4480
2025-10-09,Book_7160,3,1842
2025-09-05,Book_4064,4,892
2025-04-22,Book_1199,1,671
2025-01-24,Book_9855,1,472
2025-08-26,Book_3703,3,2142
2025-03-02,Book_5354,3,2124
2025-01-21,Book_7252,3,906
2025-10-13,Book_8485,3,1392
2025-11-21,Book_9038,4,512
2025-09-12,Book_5532,4,3124
2025-12-26,Book_728,5,645
2025-07-31,Book_3785,3,2169
2025-08-31,Book_6024,3,1596
2025-01-21,Book_3113,5,825
2025-06-10,Book_9366,1,644
2025-07-21,Book_2978,5,2780
2025-03-11,Book_2636,4,3956
2025-02-05,Book_3117,3,897
2025-10-30,Book_3921,3,432
2025-04-09,Book_1051,3,1833
2025-08-16,Book_176,4,1212
2025-07-05,Book_5434,2,1094
2025-01-01,Book_9782,4,1564
2025-03-06,Book_6,5,1860
2025-11-19,Book_9102,5,1635
2025-10-29,Book_4778,4,776
2025-02-01,Book_3082,2,1420
2025-06-19,Book_6027,2,1008
2025-10-22,Book_1329,3,2496
2025-07-05,Book_4772,3,1563
2025-03-05,Book_804,1,421
2025-12-12,Book_7746,3,2859
2025-01-19,Book_752,4,1688
2025-01-27,Book_6164,3,327
2025-12-26,Book_7414,3,1644
2025-05-04,Book_3990,5,3575
2025-03-17,Book_2200,3,2727
2025-01-04,Book_9408,3,444
2025-10-10,Book_6768,4,2148
2025-04-24,Book_7349,2,750
2025-07-01,Book_6930,1,377
2025-08-06,Book_5970,2,1204
2025-06-13,Book_4002,5,4105
2025-01-16,Book_3729,5,4420
2025-05-06,Book_6811,4,3536
2025-02-21,Book_549,3,675
2025-08-15,Book_1055,1,354
2025-10-14,Book_9535,1,517
2025-01-12,Book_8534,1,879
2025-03-12,Book_95,5,595
2025-04-12,Book_8866,2,730
2025-10-24,Book_381,3,1962
2025-07-03,Book_4732,2,456
2025-06-07,Book_3551,1,455
2025-05-14,Book_3282,4,484
2025-10-06,Book_8443,5,1975
2026-01-01,Book_6823,2,1466
2025-04-01,Book_9895,3,549
2025-05-05,Book_7127,1,705
2025-11-21,Book_3196,1,204
2025-12-01,Book_9961,4,3944
2025-01-22,Book_1781,5,1895
2025-04-02,Book_1579,4,4000
2025-12-06,Book_1989,1,331
2025-02-13,Book_2483,3,1104
2025-12-14,Book_8708,3,2403
2025-07-24,Book_1879,3,1695
2025-03-21,Book_3252,1,985
2025-10-21,Book_4945,3,2331
2025-10-17,Book_4130,3,2841
2025-02-24,Book_8312,2,400
2025-03-03,Book_7911,2,1470
2025-10-21,Book_2550,5,4085
2025-01-22,Book_6746,1,137
2025-03-12,Book_7730,4,2272
2025-10-09,Book_2298,5,2290
2025-10-12,Book_5267,2,352
2025-08-28,Book_3737,2,1942
2025-07-12,Book_8551,4,2304
2025-04-09,Book_8210,3,921
2025-09-13,Book_6438,4,2632
2025-04-21,Book_4491,1,801
2025-05-20,Book_9882,1,517
2025-05-18,Book_2958,3,2028
2025-02-14,Book_6810,4,652
2025-08-07,Book_5344,2,698
2025-07-19,Book_2060,1,630
2025-08-24,Book_5558,3,1878
2025-01-20,Book_4073,3,963
2025-12-20,Book_1813,3,870
2025-02-17,Book_3800,1,705
2025-02-19,Book_7510,5,1250
2025-12-15,Book_8787,3,2472
2025-06-08,Book_3157,3,1815
2025-07-27,Book_7135,5,1060
2025-01-23,Book_7783,4,2732
2025-10-28,Book_4434,5,615
2025-12-26,Book_8975,3,1926
2025-12-01,Book_6920,1,693
2025-11-25,Book_9218,4,2488
2025-01-14,Book_8392,4,844
2025-12-17,Book_8403,2,508
2025-05-02,Book_7512,5,4875
2025-02-06,Book_5513,1,358
2025-11-03,Book_9402,3,2499
2025-12-12,Book_2061,3,2703
2025-01-04,Book_5752,3,1728
2025-10-08,Book_8962,3,819
2025-09-24,Book_1925,4,480
2025-10-02,Book_9519,1,1000
2025-04-24,Book_5255,3,1863
2025-11-28,Book_21,1,457
2025-08-23,Book_3091,2,1342
2025-08-03,Book_3014,4,3972
2025-06-09,Book_2441,4,3888
2025-04-04,Book_7327,2,436
2025-08-22,Book_6715,2,1780
2025-01-15,Book_6206,1,954
2025-02-07,Book_1798,3,1806
2025-06-28,Book_5407,5,1130
2025-03-04,Book_4459,2,780
2025-09-28,Book_1818,1,417
2025-01-28,Book_4220,3,2271
2025-05-14,Book_9874,4,2272
2025-03-15,Book_9148,3,2487
2025-08-21,Book_7319,5,2865
2025-05-17,Book_3900,5,1345
2025-12-13,Book_7904,2,530
2025-08-23,Book_6778,2,282
2025-10-19,Book_4575,1,498
2025-07-13,Book_7276,1,501
2025-12-23,Book_3301,5,4570
2025-12-25,Book_6953,2,278
2025-12-17,Book_275,4,3104
2025-02-28,Book_6794,2,1110
2025-09-14,Book_1930,3,2085
2025-12-16,Book_2345,2,1422
2025-10-02,Book_5893,2,222
2025-07-13,Book_6311,2,334
2025-12-15,Book_9629,5,3905
2025-10-03,Book_7742,5,4645
2025-05-29,Book_4908,5,4215
2025-06-15,Book_4915,1,250
2025-06-29,Book_2612,4,2304
2025-07-17,Book_5329,1,867
2025-03-20,Book_9638,1,940
2025-03-17,Book_7267,1,373
2025-10-23,Book_4620,2,1544
2025-07-15,Book_8099,3,1230
2025-06-30,Book_6491,3,1338
2025-07-18,Book_370,3,522
2025-01-08,Book_1624,3,2976
2025-02-24,Book_6270,1,385
2025-09-12,Book_133,3,1251
2025-01-09,Book_8888,1,645
2025-11-28,Book_4833,2,868
2025-09-28,Book_4418,5,3335
2025-09-10,Book_8846,4,2704
2025-11-07,Book_6322,5,1140
2025-04-15,Book_6392,1,934
2025-04-19,Book_83,1,987
2025-01-22,Book_4455,3,2397
2025-08-24,Book_9076,3,546
2025-02-25,Book_1861,5,4090
2025-07-10,Book_4683,1,966
2025-12-19,Book_4233,1,270
2025-05-13,Book_8615,5,3765
2025-09-15,Book_7819,5,4270
2025-07-26,Book_8859,3,2568
2025-04-14,Book_1367,2,744
2025-11-07,Book_2749,4,1212
2025-02-01,Book_3471,1,488
2025-10-29,Book_7406,5,2105
2025-04-02,Book_456,1,366
2025-01-04,Book_8046,3,1242
2025-11-11,Book_1903,4,1332
2025-07-19,Book_6515,2,1740
2025-05-21,Book_9844,1,457
2025-03-07,Book_4301,1,330
2025-07-28,Book_185,2,604
2025-07-28,Book_6638,1,125
2025-07-11,Book_6959,2,1836
2025-05-02,Book_251,5,2485
2025-10-11,Book_7943,1,245
2025-07-03,Book_8946,3,2397
2025-08-09,Book_7443,4,2244
2025-03-14,Book_2545,1,632
2025-03-18,Book_5653,5,550
2025-02-23,Book_3845,3,1239
2025-05-30,Book_3056,3,1395
2025-07-14,Book_3800,5,3525
2025-06-05,Book_4224,2,562
2025-02-05,Book_1484,5,4465
2025-07-23,Book_3750,3,930
2025-10-28,Book_2282,4,636
2025-08-10,Book_1252,5,2440
2025-01-26,Book_7406,3,1263
2025-04-01,Book_3670,2,1188
2025-04-17,Book_5612,1,133
2025-03-05,Book_269,2,1170
2026-01-01,Book_1088,2,1500
2025-12-08,Book_7341,3,426
2025-09-09,Book_2779,2,830
2025-06-04,Book_7200,3,2457
2025-02-22,Book_6712,5,4050
2025-08-15,Book_916,2,246
2025-06-29,Book_3675,5,4125
2025-09-16,Book_1057,4,1260
2025-02-02,Book_9192,4,504
2025-05-10,Book_5314,1,334
2025-12-19,Book_6646,4,3880
2025-08-04,Book_9936,2,1872
2025-03-29,Book_7380,5,965
2025-01-07,Book_2969,4,3608
2025-07-30,Book_6472,3,2484
2025-06-04,Book_4636,3,1605
2025-07-08,Book_6416,2,1350
2025-04-28,Book_8755,3,1878
2025-05-01,Book_5340,2,224
2025-03-13,Book_7671,2,708
2025-07-15,Book_9151,5,4620
2025-08-08,Book_3835,1,880
2025-03-25,Book_4523,5,1360
2025-11-08,Book_6602,5,4905
2025-08-18,Book_9923,3,1554
2025-06-06,Book_6972,2,606
2025-01-04,Book_2065,2,390
2025-09-23,Book_9248,4,472
2025-05-14,Book_8211,4,2428
2025-09-22,Book_7009,3,804
2025-12-28,Book_1740,1,119
2025-11-24,Book_9691,5,3190
2025-02-14,Book_2946,4,2332
2025-01-29,Book_3268,2,1312
2025-07-09,Book_7114,4,1716
2025-08-05,Book_587,3,2358
2025-09-05,Book_6586,1,280
2025-05-11,Book_5069,3,1884
2025-05-26,Book_5313,5,2260
2025-10-12,Book_905,1,105
2025-09-30,Book_662,3,1470
2025-06-17,Book_1317,5,4695
2025-02-02,Book_1862,1,393
2025-05-19,Book_4504,5,865
2025-06-23,Book_445,1,590
2025-07-04,Book_2955,5,2960
2025-06-03,Book_5973,3,2229
2025-11-06,Book_5798,3,828
2025-10-14,Book_8697,5,1785
2025-03-15,Book_9853,5,3360
2025-08-17,Book_3174,2,1092
2025-03-30,Book_6494,5,1410
2025-12-15,Book_5120,1,611
2025-05-02,Book_3043,5,4755
2025-03-11,Book_1268,4,956
2025-04-24,Book_901,1,848
2025-07-26,Book_5614,2,1588
2025-08-17,Book_2641,5,2115
2025-03-29,Book_2988,5,3220
2025-04-09,Book_3467,3,2784
2025-10-14,Book_3021,5,4160
2025-02-21,Book_4147,3,1563
2025-04-18,Book_8838,5,3800
2025-02-25,Book_7277,2,982
2025-09-25,Book_1661,3,528
2025-01-01,Book_4475,4,1344
2025-08-24,Book_2503,1,953
2025-06-17,Book_932,5,1400
2025-01-04,Book_5771,1,175
2025-10-18,Book_6098,4,2828
2025-11-26,Book_8243,5,1880
2025-01-03,Book_4995,5,4585
2025-04-05,Book_6901,4,2440
2025-01-19,Book_6149,4,3788
2025-09-16,Book_7623,3,1989
2025-02-17,Book_5750,2,886
2025-10-07,Book_9836,2,1582
2025-03-19,Book_3710,5,1505
2025-09-06,Book_5375,4,3172
2025-05-26,Book_6045,5,1000
2025-06-28,Book_2864,4,2924
2025-11-08,Book_8888,2,1290
2025-01-12,Book_475,3,960
2025-12-31,Book_6744,4,3312
2025-06-14,Book_3678,5,2905
2025-06-27,Book_4277,5,3770
2025-04-22,Book_5109,3,717
2025-03-20,Book_2115,1,359
2025-10-13,Book_641,2,622
2025-04-02,Book_3392,4,2388
2025-07-08,Book_1594,4,2812
2025-08-25,Book_9515,1,396
2025-01-31,Book_2646,3,2928
2025-07-23,Book_3189,4,728
2025-10-31,Book_2751,4,972
2025-08-26,Book_1793,5,3395
2025-09-29,Book_744,1,632
2025-01-09,Book_770,4,2464
2025-10-25,Book_5987,1,476
2025-11-15,Book_8325,4,1320
2025-12-06,Book_37,1,488
2025-07-12,Book_9204,4,1812
2025-02-28,Book_61,5,4060
2025-01-20,Book_7842,4,504
2025-08-15,Book_1031,3,480
2025-01-01,Book_4982,2,1304
2025-11-01,Book_1670,1,827
2025-05-18,Book_9367,5,4870
2025-02-20,Book_127,3,1032
2025-02-04,Book_7072,3,2055
2025-09-29,Book_442,1,162
2025-12-11,Book_9228,5,3960
2025-09-14,Book_5292,3,2070
2025-06-02,Book_9385,2,672
2025-06-17,Book_856,2,1316
2025-10-03,Book_8505,5,900
2025-05-02,Book_8033,2,1696
2025-06-07,Book_7762,3,2406
2025-10-17,Book_7061,5,3245
2025-08-27,Book_7100,1,686
2025-10-10,Book_5801,1,808
2025-12-07,Book_8303,3,1002
2025-05-07,Book_360,5,4355
2025-06-09,Book_8497,2,1058
2025-06-18,Book_740,2,536
2025-08-12,Book_1753,4,2640
2025-02-15,Book_8448,3,1062
2025-09-12,Book_9201,4,1804
2025-01-04,Book_2721,4,1192
2025-12-15,Book_1498,4,992
2025-12-11,Book_3365,3,1383
2025-11-05,Book_5842,5,1985
2025-01-18,Book_7991,2,1934
2025-03-29,Book_968,1,524
2025-01-31,Book_1424,1,177
2025-05-31,Book_4270,3,558
2025-03-04,Book_7678,4,896
2025-03-27,Book_6630,2,846
2025-10-24,Book_7566,3,2964
2025-10-28,Book_1300,1,660
2025-11-26,Book_8565,3,2655
2025-02-18,Book_9329,5,1565
2025-07-01,Book_8282,3,2835
2025-07-31,Book_4274,5,3590
2025-03-11,Book_9732,3,1323
2025-06-02,Book_7562,3,2130
2025-12-05,Book_9268,3,2883
2025-08-17,Book_9738,1,391
2025-01-09,Book_7353,3,1677
2025-06-15,Book_5163,3,1989
2025-10-10,Book_9682,3,1710
2025-11-26,Book_2382,3,2466
2025-10-15,Book_9021,1,267
2025-11-16,Book_4879,3,1374
2025-07-10,Book_2592,4,2964
2025-07-03,Book_2031,3,633
2025-06-17,Book_1610,1,576
2025-12-24,Book_3660,5,2935
2025-10-07,Book_8230,3,1374
2025-01-20,Book_8409,3,2016
2025-03-05,Book_2221,5,4435
2025-06-15,Book_1287,5,3360
2025-08-22,Book_9728,2,1176
2025-01-20,Book_8075,3,1314
2025-10-24,Book_5415,4,460
2025-03-20,Book_1868,2,1068
2025-11-27,Book_3868,2,1580
2025-08-11,Book_6967,1,606
2025-09-24,Book_6461,1,172
2025-05-14,Book_6438,3,1974
2025-12-02,Book_9033,4,2160
2025-05-20,Book_3899,5,1010
2025-10-17,Book_5810,5,2400
2025-04-09,Book_936,5,3245
2025-11-03,Book_9958,2,796
2025-10-15,Book_5729,2,734
2025-02-04,Book_1117,5,2305
2025-08-02,Book_9208,4,2936
2025-07-22,Book_3968,4,1860
2025-03-26,Book_6526,3,1968
2025-09-20,Book_3618,1,1000
2025-06-11,Book_7116,1,442
2025-06-26,Book_2233,5,1990
2025-07-11,Book_3945,3,2544
2025-08-31,Book_4476,1,970
2025-10-02,Book_62,5,4570
2025-03-25,Book_5210,3,1002
2025-05-23,Book_1085,4,468
2025-11-28,Book_3744,4,2340
2025-08-08,Book_6261,5,1030
2025-06-30,Book_2136,3,1980
2025-06-05,Book_447,2,740
2025-08-21,Book_5343,5,1465
2025-03-07,Book_9398,2,690
2025-05-04,Book_1588,3,1182
2025-12-18,Book_5493,2,1196
2025-12-02,Book_9265,2,1240
2025-10-16,Book_5176,3,2937
2025-07-23,Book_8688,5,3670
2025-08-08,Book_3458,3,1674
2025-07-11,Book_3889,2,366
2025-08-25,Book_9877,1,683
2025-12-30,Book_7889,4,1092
2025-10-08,Book_1167,1,572
2025-08-05,Book_4326,2,1838
2025-02-17,Book_3983,3,471
2025-12-01,Book_8327,2,1528
2025-09-17,Book_911,2,384
2025-12-14,Book_5610,5,3560
2025-07-11,Book_2321,1,505
2025-04-15,Book_4437,5,4670
2025-03-01,Book_2399,2,1896
2025-12-04,Book_9753,5,3285
2025-05-25,Book_5669,5,1975
2025-07-11,Book_6527,1,481
2025-01-22,Book_6762,2,1884
2025-07-22,Book_1015,2,796
2025-07-19,Book_549,2,450
2025-08-22,Book_4728,2,1874
2025-06-02,Book_9870,2,1836
2025-09-21,Book_5401,1,847
2025-12-30,Book_1026,3,2898
2025-06-24,Book_2815,2,1552
2025-08-17,Book_862,4,1476
2025-02-24,Book_3011,4,3076
2025-10-01,Book_9502,5,1530
2025-02-17,Book_7364,4,3748
2025-06-27,Book_6675,5,2260
2025-02-12,Book_1422,2,672
2025-01-30,Book_5957,2,438
2025-08-20,Book_2448,5,4140
2025-01-10,Book_2477,3,666
2025-04-01,Book_6546,4,3720
2025-12-08,Book_2995,5,1950
2025-09-20,Book_7003,1,999
2025-03-08,Book_2378,4,3200
2025-05-01,Book_8336,3,2739
2025-05-02,Book_5130,5,4110
2025-03-21,Book_1142,1,475
2025-10-26,Book_9299,3,783
2025-04-20,Book_9741,1,826
2025-12-06,Book_3443,1,659
2025-08-20,Book_3964,1,749
2025-06-03,Book_4999,3,2169
2025-12-18,Book_7925,1,749
2025-06-14,Book_8806,5,845
2025-06-10,Book_2919,5,1780
2025-10-17,Book_6187,3,1230
2025-03-16,Book_5661,2,952
2025-10-17,Book_6819,1,392
2025-07-22,Book_5626,4,1028
2025-09-04,Book_3601,2,1134
2025-03-24,Book_7976,2,1970
2025-10-28,Book_7447,3,1695
2025-04-28,Book_5279,5,3820
2025-06-17,Book_350,5,3105
2025-12-20,Book_2091,3,2451
2025-03-22,Book_3625,1,331
2025-05-06,Book_7800,1,407
2025-09-14,Book_2551,2,1612
2025-05-06,Book_36,5,3675
2025-02-03,Book_824,2,1002
2025-05-16,Book_1166,4,1332
2025-08-03,Book_4406,3,1440
2025-06-12,Book_7539,5,3205
2025-02-01,Book_8633,5,4765
2025-06-20,Book_631,4,2184
2025-11-05,Book_5051,2,628
2025-10-03,Book_8638,4,2100
2025-01-27,Book_3093,2,1382
2025-01-02,Book_6866,4,3972
2025-10-27,Book_7032,3,984
2025-05-05,Book_9746,2,1218
2025-05-30,Book_9919,4,588
2025-01-06,Book_6266,3,1194
2025-07-19,Book_8621,5,2800
2025-01-01,Book_3936,3,1098
2025-06-09,Book_101,3,2121
2025-12-19,Book_9082,5,3820
2025-07-03,Book_8576,4,952
2025-09-30,Book_4627,4,3164
2025-11-17,Book_2068,5,4835
2025-08-25,Book_5944,3,1677
2025-06-01,Book_3917,1,338
2025-04-17,Book_8706,3,2517
2025-01-11,Book_7624,2,1004
2025-06-24,Book_9566,3,681
2025-09-30,Book_1209,2,1912
2025-09-18,Book_298,2,452
2025-10-07,Book_5642,2,450
2025-05-04,Book_8692,3,1011
2025-01-04,Book_2663,2,406
2025-06-02,Book_4184,3,1263
2025-08-07,Book_9200,5,1135
2025-11-26,Book_5850,1,281
2025-01-31,Book_6474,1,655
2025-03-12,Book_6810,1,163
2025-03-23,Book_5221,1,796
2025-03-13,Book_4066,5,3900
2025-05-16,Book_2678,4,3680
2025-07-12,Book_9254,1,603
2025-04-28,Book_6734,5,4800
2025-01-31,Book_9988,2,714
2025-08-04,Book_1312,4,1640
2025-08-27,Book_3369,2,1948
2025-10-31,Book_5151,1,857
2025-03-22,Book_3794,5,3510
2025-08-12,Book_3532,3,639
2025-01-22,Book_5081,1,386
2025-03-03,Book_934,3,324
2025-07-06,Book_1057,4,1260
2025-10-30,Book_6843,4,536
2025-06-28,Book_7592,2,1898
2025-03-08,Book_7119,4,504
2025-04-30,Book_2750,4,2260
2025-12-06,Book_255,5,3285
2025-11-08,Book_4877,4,2820
2025-12-14,Book_179,3,801
2025-11-08,Book_659,4,3000
2025-08-30,Book_4871,4,3560
2025-08-12,Book_4680,1,907
2025-01-26,Book_9018,5,4740
2025-07-29,Book_5480,4,3424
2025-08-19,Book_974,5,2040
2025-10-03,Book_2942,3,879
2025-11-24,Book_7492,3,2799
2025-05-18,Book_9472,4,2600
2025-05-07,Book_9249,1,393
2025-11-16,Book_1568,2,1322
2025-08-02,Book_3049,2,252
2025-12-20,Book_1038,3,675
2025-06-07,Book_2299,3,2730
2025-06-30,Book_3728,3,1413
2025-09-21,Book_1262,1,187
2025-04-16,Book_3138,5,2715
2025-01-22,Book_1160,2,1730
2025-01-28,Book_3759,1,561
2025-12-03,Book_5809,3,1662
2025-02-17,Book_3002,2,1086
2025-01-29,Book_8322,5,1865
2025-05-10,Book_9626,4,2364
2025-11-19,Book_2748,2,1308
2025-09-11,Book_445,4,2360
2025-04-21,Book_5115,2,1108
2025-02-23,Book_5848,4,840
2025-11-30,Book_1072,4,1780
2025-08-12,Book_122,3,1416
2025-02-19,Book_8102,3,504
2025-01-13,Book_9572,2,1580
2025-03-04,Book_6176,3,1650
2025-08-01,Book_6187,1,410
2025-10-30,Book_7994,2,1444
2025-11-26,Book_7936,4,1940
2025-04-05,Book_7088,3,1533
2025-04-22,Book_5542,1,861
2025-12-30,Book_1146,5,2830
2025-10-23,Book_3074,5,3640
2025-11-03,Book_9693,2,456
2025-06-13,Book_5149,3,1323
2025-01-20,Book_6926,5,4590
2025-08-22,Book_9843,5,1520
2025-09-16,Book_2765,1,842
2025-11-12,Book_8846,4,2704
2025-02-04,Book_394,5,995
2025-11-17,Book_6587,4,3360
2025-07-10,Book_3453,3,2913
2025-05-20,Book_9643,3,1398
2025-06-15,Book_5335,4,1640
2025-03-22,Book_3484,5,4915
2025-02-13,Book_4297,1,220
2025-11-16,Book_9683,5,730
2025-08-09,Book_1819,5,2825
2025-03-09,Book_1536,1,660
2025-08-11,Book_5417,3,2025
2025-12-21,Book_5037,4,3560
2025-07-09,Book_4804,2,842
2025-02-11,Book_4993,1,444
2025-05-24,Book_5861,5,4545
2025-08-17,Book_8343,5,2695
2025-12-18,Book_1612,2,1746
2025-10-19,Book_5802,3,1959
2025-04-11,Book_6773,4,840
2025-02-08,Book_3561,1,836
2025-12-13,Book_783,4,1656
2025-11-09,Book_5967,5,1570
2025-02-17,Book_4341,1,955
2025-08-24,Book_7598,2,1214
2025-11-05,Book_2232,4,2960
2025-02-22,Book_3789,4,1444
2025-04-30,Book_8845,1,925
2025-09-16,Book_6486,4,996
2025-04-19,Book_7661,4,1340
2025-02-03,Book_9827,5,2355
2025-07-02,Book_1244,2,1496
2025-01-11,Book_856,5,3290
2025-05-28,Book_3572,4,1892
2025-09-29,Book_456,4,1464
2025-11-09,Book_1577,1,171
2025-12-25,Book_3465,4,488
2025-02-24,Book_8989,5,3250
2025-03-25,Book_2972,4,2728
2025-08-20,Book_2875,5,3760
2025-02-25,Book_3456,1,959
2025-12-07,Book_6583,3,2631
2025-09-25,Book_8092,5,2255
2025-09-16,Book_3423,2,492
2025-09-21,Book_5252,2,490
2025-04-28,Book_7344,4,3176
2025-09-07,Book_3774,4,1780
2025-04-06,Book_2352,1,299
2025-09-26,Book_97,3,789
2025-12-10,Book_6672,3,2724
2025-03-05,Book_8822,2,770
2025-09-07,Book_9734,3,2421
2025-02-13,Book_1596,5,1770
2025-04-08,Book_2089,5,770
2025-03-17,Book_3176,1,417
2025-04-06,Book_8932,2,1626
2025-08-08,Book_3640,3,1968
2025-03-22,Book_9652,4,536
2025-11-30,Book_8868,4,2856
2025-10-16,Book_7490,1,610
2025-12-10,Book_1218,1,950
2025-03-25,Book_6640,1,554
2025-05-09,Book_203,4,640
2025-06-24,Book_7587,2,674
2025-01-16,Book_8207,4,3076
2025-04-14,Book_7161,5,1670
2025-02-21,Book_2487,2,1622
2025-03-24,Book_5266,5,4700
2025-08-31,Book_2334,2,1260
2025-12-09,Book_7938,5,1810
2025-12-27,Book_7954,3,1647
2025-10-19,Book_1585,1,411
2025-04-17,Book_6885,5,3235
2025-11-04,Book_2663,4,812
2025-08-08,Book_6950,4,1224
2025-02-21,Book_8574,1,713
2025-04-08,Book_4465,4,1176
2025-10-20,Book_4977,5,4270
2025-04-03,Book_493,5,4625
2025-05-08,Book_9264,5,4960
2025-08-27,Book_6898,2,924
2025-07-01,Book_1361,2,360
2025-02-17,Book_1313,1,254
2025-11-17,Book_3234,1,449
2025-05-01,Book_4042,4,3172
2025-12-21,Book_3741,2,1746
2025-01-18,Book_5792,2,1472
2025-08-28,Book_9864,5,620
2025-11-16,Book_5296,3,2127
2025-08-09,Book_281,3,963
2025-09-28,Book_1246,4,2908
2025-12-22,Book_9525,4,3740
2025-06-29,Book_3029,4,2368
2025-06-14,Book_399,5,1635
2025-07-26,Book_6133,1,782
2025-05-16,Book_2822,3,1362
2025-08-03,Book_4632,3,1128
2025-06-10,Book_6776,3,678
2025-08-22,Book_8850,3,2556
2025-05-27,Book_2902,4,708
2025-03-17,Book_539,4,1216
2025-04-03,Book_7019,2,1306
2025-11-15,Book_4857,4,1880
2025-02-23,Book_7946,5,4645
2025-08-09,Book_9709,2,300
2025-02-07,Book_6688,1,989
2025-08-15,Book_2688,4,3820
2025-08-25,Book_1746,4,792
2025-01-25,Book_580,3,2364
2025-05-01,Book_3301,4,3656
2025-04-11,Book_7429,4,780
2025-03-15,Book_3198,1,478
2025-03-02,Book_4619,2,1104
2025-09-08,Book_5558,3,1878
2025-05-27,Book_814,1,274
2025-09-15,Book_2796,4,2092
2025-05-25,Book_330,5,3655
2025-09-08,Book_7339,4,868
2025-12-14,Book_5347,5,1645
2025-05-22,Book_2395,1,997
2025-10-07,Book_7587,5,1685
2025-07-02,Book_3858,5,3000
2025-01-14,Book_3936,3,1098
2025-08-28,Book_2219,1,515
2025-04-03,Book_177,5,3170
2025-03-10,Book_1359,2,1808
2025-04-02,Book_8692,1,337
2025-11-02,Book_2028,1,941
2025-10-11,Book_6096,5,3630
2025-11-02,Book_743,1,662
2025-03-23,Book_3986,5,3345
2025-07-29,Book_1825,1,493
2025-12-21,Book_1324,1,340
2025-12-19,Book_1145,4,3672
2025-10-20,Book_1017,1,599
2025-12-16,Book_4396,3,2769
2025-07-05,Book_702,4,2028
2025-08-07,Book_8133,2,620
2025-02-21,Book_2481,2,1842
2025-05-01,Book_9812,4,1572
2025-09-12,Book_5787,1,310
2025-09-21,Book_6175,3,1041
2025-12-18,Book_8701,2,800
2025-01-19,Book_5077,5,3745
2025-07-30,Book_7424,2,1024
2025-04-07,Book_4839,4,3568
2025-06-21,Book_4354,2,548
2025-12-07,Book_4268,1,401
2025-03-21,Book_7907,2,934
2025-03-31,Book_5388,4,1072
2025-02-11,Book_5018,4,3328
2025-01-17,Book_6623,4,3144
2025-03-22,Book_3939,4,708
2025-08-06,Book_7176,1,336
2025-06-23,Book_1745,5,2110
2025-06-02,Book_5088,4,3164
2025-10-26,Book_9652,1,134
2025-08-11,Book_8325,1,330
2025-04-09,Book_5992,3,2490
2025-12-14,Book_4129,1,904
2025-09-08,Book_9330,5,2150
2025-11-09,Book_9984,2,1720
2025-04-18,Book_6972,4,1212
2025-07-04,Book_6005,1,179
2025-04-03,Book_6860,1,142
2025-01-02,Book_2474,5,500
2025-01-27,Book_9277,2,1778
2025-05-02,Book_3401,1,318
2025-07-04,Book_6469,5,4360
2025-03-30,Book_4488,4,3100
2025-02-28,Book_3279,1,171
2025-03-27,Book_9198,4,3528
2025-11-21,Book_9175,3,636
2025-10-07,Book_921,4,1396
2025-09-21,Book_5013,5,3035
2025-12-24,Book_9252,2,1346
2025-08-04,Book_6106,1,178
2025-11-03,Book_3394,1,253
2025-08-26,Book_1070,4,1584
2025-11-20,Book_1539,2,760
2025-12-28,Book_5001,4,740
2025-07-23,Book_2856,1,494
2025-02-28,Book_2207,2,774
2025-06-15,Book_2671,1,421
2025-07-27,Book_4737,3,2505
2025-06-02,Book_7505,4,2884
2025-07-14,Book_6040,4,1136
2025-06-06,Book_7421,4,2168
2025-01-06,Book_7280,2,1546
2025-05-29,Book_8646,1,673
2025-11-10,Book_3423,1,246
2025-01-23,Book_2829,2,448
2025-03-08,Book_6382,3,1542
2025-11-20,Book_4701,5,3615
2025-07-04,Book_7321,1,605
2025-07-18,Book_2247,5,1455
2025-01-05,Book_4680,2,1814
2025-01-18,Book_7408,4,3848
2025-07-20,Book_4764,5,1635
